A1: Ladder,B1: Fastspin-LT,C1: ,D1: ,E1: ,F1: ,G1: ,H1: ,A2: ,B2: ,C2: ,D2: ,E2: ,F2: ,G2: ,H2: 
228.7873,97.40231,77.84753,121.0079,59.0396,79.31153,60.52679,62.53773,57.90493,11.90824,257.3492,189.7878,296.8389,9.296634,15.69649,9.234007
189.4198,96.53698,76.3626,114.9381,56.84037,77.43272,59.30769,61.17538,57.41403,11.6875,248.8301,177.8306,287.3018,9.114308,15.42968,8.937507
155.932,93.87836,74.60394,110.0752,54.76643,75.48335,58.04626,58.82924,57.37867,11.28692,243.1773,168.1202,276.3745,8.913187,14.97432,8.607557
130.0054,92.33013,74.20654,103.7036,53.84376,73.31102,57.35797,56.94999,56.50956,11.08215,237.2684,158.9722,265.3981,8.885353,14.59314,8.240075
112.0629,90.46603,73.19629,98.6949,51.9814,73.23804,56.19376,56.49962,55.30242,10.52391,231.8141,150.411,255.167,8.5707,14.31063,8.026217
100.2497,89.66829,72.50934,96.65968,50.33894,72.05112,54.69017,55.98611,54.07695,10.22856,226.2331,143.1909,244.6309,8.258917,13.9875,7.823666
93.5211,90.58144,71.56982,94.67361,48.1447,71.51614,52.70322,56.71237,52.41266,10.1323,218.1681,135.4427,233.9394,8.094561,13.72488,7.697174
89.49427,89.74532,70.74464,93.94988,46.98061,71.30781,50.82361,57.76508,51.6022,9.890905,210.9625,128.0278,225.9041,7.865627,13.68651,7.561586
87.72127,88.66459,69.09807,93.7532,45.11621,69.78503,48.19846,59.10344,49.65007,10.18858,203.0673,120.9608,217.5772,7.69014,13.58554,7.486227
87.37609,89.09895,67.41445,90.73894,44.30009,67.07084,45.92097,60.78054,48.26337,10.0662,194.8627,115.3365,210.7601,7.462605,13.47889,7.422798
88.14232,88.3215,65.52737,86.29062,43.75225,64.7243,43.53429,61.53971,46.99731,9.73662,188.4443,110.0497,203.2782,7.394011,13.23491,7.215539
91.75841,87.88793,63.73517,81.95427,43.57256,63.22884,42.31775,60.42819,45.51003,9.364202,183.2662,106.8742,196.9284,7.543444,13.02376,6.863967
99.06516,86.44531,63.45088,77.87483,43.29203,62.77454,41.51139,60.2067,43.96012,9.084653,178.9178,103.2602,190.8038,7.520813,12.77206,6.551857
110.6811,84.41762,63.36975,76.90405,41.98777,62.18579,40.75931,60.07223,43.66535,8.846557,175.9484,100.6955,185.4788,7.33998,12.67983,6.373287
128.0624,83.23874,62.93041,73.72498,41.34534,62.26955,39.6852,58.50997,42.45221,8.863695,172.8771,98.14033,180.3594,7.199103,12.65271,6.162562
151.6296,81.06924,61.70543,71.23627,40.97384,63.47548,39.12405,57.57625,41.94244,9.195755,170.0042,94.64949,173.7727,7.11843,12.70897,5.981297
178.8705,78.84888,59.76449,69.75143,39.28088,63.7659,38.92538,57.83945,41.23405,9.640192,166.7824,90.84823,168.1247,7.060481,12.69019,5.811838
207.1244,79.6097,56.63462,68.26144,37.69404,63.12923,37.76587,58.82076,41.92972,9.399197,162.7341,87.78103,162.5248,6.927891,12.68456,5.773376
233.7102,80.88306,54.81019,65.88705,36.59827,61.80035,37.12271,59.41883,42.23761,8.987831,159.4354,85.45021,159.2053,6.738684,12.59502,5.60043
255.6952,81.24339,52.30671,64.76125,34.49092,60.94735,36.70778,59.72922,41.70653,8.613982,155.5272,83.05524,156.4069,6.675602,12.51425,5.466616
268.3608,81.36338,51.85873,62.99153,33.2281,60.64,36.65118,58.62729,41.00374,8.575987,151.8251,80.71053,155.7501,6.845065,12.5132,5.201593
269.4097,82.02036,51.87912,62.99976,31.85845,60.06187,36.23674,58.5592,40.00587,8.305898,148.5311,79.22562,152.7198,6.711602,12.47622,5.029793
258.4442,82.3483,51.77726,62.91592,32.00903,59.97404,35.42726,57.52974,38.17807,8.328682,146.0343,78.06094,150.0657,6.564059,12.48354,4.830189
237.8181,80.32378,51.73709,60.73514,32.50259,59.6136,34.18639,55.64747,36.41919,8.1501,142.354,77.02319,145.7511,6.374673,12.44274,4.602155
209.5314,77.81728,50.0915,59.95376,32.32293,59.00588,33.10725,54.80359,33.9694,8.649105,139.0386,75.38356,140.5898,6.30476,12.21555,4.528467
176.9569,75.96024,48.47039,60.05427,31.75274,58.86526,32.08678,54.72898,32.20875,8.373995,136.0436,74.08549,136.5893,6.244273,12.00354,4.402571
145.2107,75.84571,46.44279,59.43462,32.26524,57.45429,30.77238,54.49348,31.43797,7.967154,134.6877,72.98675,133.2485,6.05233,11.74583,4.356597
117.558,74.87703,45.40173,58.38831,30.98214,55.79998,30.64281,54.44332,30.70844,7.817263,132.8733,72.01478,131.6762,5.916065,11.46759,4.294324
94.89223,73.52346,44.64177,56.13083,30.32327,54.78197,30.84836,54.53246,30.26737,8.027075,130.5512,69.9157,128.2328,5.930639,11.3385,4.20067
76.63525,72.12553,44.15577,54.76386,31.23108,54.09356,31.34912,54.17992,29.75744,8.251781,128.2219,67.84325,124.6799,6.105931,11.33369,4.005161
62.97035,72.33524,43.85045,55.06379,31.42929,53.01846,31.55454,53.38734,29.04725,8.545309,125.87,66.39598,121.3656,6.147862,11.13079,3.872731
52.80908,72.63245,43.6264,54.82329,30.805,52.00903,31.43966,52.11361,27.92762,8.892056,122.6736,65.82297,118.9188,6.295525,11.00987,3.67143
45.07113,70.13451,42.94582,54.44344,29.60596,51.69947,29.98499,51.1113,26.54092,9.227371,118.996,64.89639,116.4965,6.394958,10.7624,3.660366
39.04771,69.45076,41.58952,53.78182,29.43447,52.04623,28.79856,51.25103,24.81825,8.939529,115.725,64.10423,114.581,6.391681,10.60626,3.683092
34.38551,68.15555,40.52424,52.3587,29.64229,51.84066,27.91965,51.64692,23.89091,8.672324,113.8851,63.58151,114.0745,6.297885,10.50681,3.621261
30.58162,67.501,37.05806,51.75217,29.57894,49.97668,26.54845,52.38795,23.62208,8.749057,111.396,62.22021,113.2238,6.080482,10.21864,3.642191
28.0441,65.88306,33.47982,50.76869,28.07745,50.70425,25.66463,52.96547,23.41998,9.203572,108.6753,60.66634,111.3064,6.032199,9.892213,3.632267
25.7763,64.83554,30.31259,48.22643,28.73634,50.63274,24.93284,53.06525,23.08393,9.492426,107.1197,58.39002,109.264,6.046179,9.70573,3.536016
24.19042,63.12232,28.59255,47.1795,29.60155,49.09167,23.96046,52.72726,21.96772,9.656407,104.7479,56.30098,108.8055,6.067966,9.338341,3.48232
22.80941,62.91598,27.06887,46.58225,28.8015,47.84825,23.05873,51.59822,20.53112,9.231617,102.4128,54.64014,107.9176,6.061591,8.941619,3.359476
21.52865,62.81708,26.32277,46.38883,27.36524,47.49858,22.52598,50.19793,20.30713,8.749417,100.4086,53.46217,107.301,6.215268,8.542834,3.220867
20.44098,63.26772,27.50274,46.12964,26.7598,46.69072,21.57339,48.80512,19.1244,8.130645,98.60548,52.36521,107.8275,6.215273,8.191408,3.081512
18.95574,64.60966,30.37828,47.30319,27.34653,45.38732,22.07264,48.38531,18.5853,7.551333,96.30704,51.85749,108.3052,6.175121,7.975844,2.907196
17.96305,64.26138,31.25938,47.11526,27.27522,43.98844,22.04909,48.01597,18.43441,7.404854,93.23677,50.99632,109.3411,6.126894,7.66919,2.782769
17.34907,64.01013,31.12089,47.78133,27.69605,43.76771,21.51841,48.10219,18.17978,7.589899,90.85329,50.27937,109.4575,6.047505,7.320465,2.746599
16.76737,63.44126,30.40067,46.42271,28.05253,44.19292,21.01099,47.27715,18.4474,8.071861,88.67463,49.31825,107.6657,6.128862,7.132261,2.63426
16.05523,62.73493,28.47243,44.15542,27.74053,43.35425,20.70152,45.95774,18.43015,7.938922,86.41174,47.54447,106.5573,6.269115,6.990699,2.68004
15.27806,60.89323,27.02167,42.78953,26.50771,44.19907,20.17719,44.73701,17.92689,7.38708,83.27854,46.28326,104.4802,6.318869,6.993972,2.685152
14.39986,59.85788,24.76773,42.69069,23.93099,44.52951,20.22222,43.42447,17.50422,6.763199,80.81373,44.98245,102.4075,6.137403,6.925777,2.615268
13.80455,60.4623,23.86071,42.66304,22.72615,44.08743,21.05685,42.16302,17.08251,6.814489,78.88524,43.62074,101.4347,6.116374,6.829007,2.643224
12.98715,60.53392,24.98901,42.20297,22.74639,43.25054,20.38267,42.14536,17.20341,6.660705,75.69977,41.96381,99.81299,5.984017,6.694956,2.554898
12.79611,59.83155,26.41214,41.70619,23.58937,42.66605,20.24736,42.20821,16.04876,6.407985,72.56245,40.49667,98.60616,5.847983,6.600017,2.579012
12.38019,57.88364,26.4936,41.69771,24.44217,40.04285,19.7265,42.79472,15.35586,6.733475,69.6914,39.62674,96.78851,5.648302,6.56307,2.486614
12.12096,56.58321,27.03781,41.61165,26.56222,37.64796,19.0964,43.69695,14.78979,7.307447,67.6599,39.16061,94.71709,5.422575,6.46312,2.380218
11.62282,54.85323,26.42451,42.33146,27.31811,36.20402,18.79702,43.89982,14.6617,7.280647,65.64355,38.4831,94.31821,5.232572,6.2775,2.302743
11.43103,54.04142,26.75787,41.78065,27.26834,35.73548,18.6142,42.64962,13.55597,7.149009,64.51884,38.05889,94.55354,5.333055,6.100349,2.271505
10.80459,53.36118,26.65182,42.12272,25.79448,35.4698,18.46406,40.59261,13.41627,6.602774,62.11961,37.87136,94.58018,5.346092,5.943468,2.220105
10.63831,53.8348,25.76929,42.1701,23.59025,35.06017,18.26721,38.50608,13.10776,6.33414,62.19261,37.28759,93.76396,5.397191,5.734764,2.336164
10.73104,53.87733,25.17185,41.37112,23.00575,34.73086,18.53799,36.99583,12.98378,6.086352,61.50019,36.83501,92.69212,5.535992,5.598075,2.415409
10.50181,53.54408,24.90343,40.3763,23.31707,35.37072,18.10795,36.46001,12.06003,6.011519,61.10608,35.884,89.51621,5.61786,5.534591,2.428079
10.21314,53.6252,24.08202,38.72466,22.41518,34.86141,17.73199,36.21,10.97989,5.739872,60.43372,35.1045,85.91603,5.673424,5.597962,2.392807
10.09743,53.06376,21.74023,38.62012,21.92254,33.82923,17.74134,37.17041,10.75052,5.762785,59.57374,34.79923,82.48233,5.780204,5.670099,2.312186
10.13399,52.262,20.54724,37.20521,21.33442,33.00813,18.04867,37.64001,10.09863,5.281201,58.91529,34.52293,79.66526,5.656087,5.581207,2.233078
9.586011,52.24855,20.15634,36.34151,21.41823,32.00669,18.60279,38.14729,8.914291,5.210267,57.27104,34.04609,77.16238,5.465907,5.479231,2.152842
8.882563,51.5634,20.79858,34.53393,21.52945,31.2733,17.91533,36.79709,8.405365,4.878338,54.95984,33.65344,76.09452,5.413173,5.375392,2.054813
8.193546,51.13107,20.81533,32.19347,20.78297,30.60219,17.00871,36.64831,8.176195,5.053639,53.69233,33.23563,75.1737,5.300418,5.268788,2.052663
8.14057,51.17961,21.23119,30.28702,20.54372,29.7334,16.44102,37.00746,7.798183,5.09222,52.28817,32.70253,74.10642,5.214515,5.138538,2.013717
7.917138,49.96632,21.88468,29.58213,21.12698,29.3889,15.57668,36.03734,6.763974,6.027815,51.82467,32.60568,72.60748,5.1072,5.067349,1.982262
7.957716,49.22741,23.01584,28.92735,21.86245,29.28622,14.74423,36.55769,5.902195,6.071944,50.97431,32.55254,72.93514,5.121068,5.005285,1.992526
8.382082,48.5443,23.9613,29.72278,21.64748,29.97798,14.08632,36.0348,6.081305,6.345652,50.24783,32.00698,71.8153,5.118639,5.004028,1.96526
8.724015,47.38163,23.41039,30.76932,20.61767,29.77911,13.76672,34.34825,6.530683,6.350573,50.078,31.76682,70.67635,4.982997,4.953767,1.968643
8.517165,46.92025,22.8541,31.87911,20.34932,29.13564,13.69019,33.69145,6.116616,6.402643,49.44035,30.71446,69.49532,4.67531,4.895603,2.028644
8.258612,46.60122,21.71372,32.44491,20.44763,28.42576,14.25251,32.95874,5.805838,6.340327,49.40476,30.23098,67.37288,4.377567,4.877466,1.958572
7.981309,45.55228,20.10619,33.25011,20.07257,28.23281,13.60189,32.12519,5.784477,6.075064,48.80542,29.79848,65.71922,4.145792,4.844112,1.85498
7.938226,45.64521,17.82936,32.52975,19.75042,28.12882,12.9279,32.93099,5.426834,5.694093,48.9541,29.63512,61.03022,3.958893,4.822089,1.740026
7.786838,45.33876,18.13366,32.14378,20.13457,27.34197,12.70943,33.61402,4.409748,5.769315,48.87138,30.1904,59.4833,3.934159,4.776048,1.691799
7.997839,44.58984,18.08691,31.21132,21.26083,26.88105,12.72715,34.02926,4.512712,5.690773,48.56855,30.50852,59.54736,4.03853,4.792875,1.755802
8.065453,44.25826,19.29611,31.56828,22.02216,27.288,13.2979,35.30357,4.641775,5.657572,48.28754,29.85696,60.3203,4.226945,4.748244,1.741857
7.713473,45.07684,20.24064,31.57129,21.75402,27.10157,13.17813,34.26616,4.834699,5.847269,47.96983,28.87996,60.54533,4.336296,4.717979,1.70223
7.335799,45.11575,20.76036,30.59589,21.88911,26.0544,13.56028,32.99596,5.170136,5.926253,47.65321,28.50528,62.32267,4.361151,4.612826,1.752441
7.010207,45.8587,20.97518,29.71119,21.89912,25.52331,13.78119,32.6186,5.252338,6.130454,47.43668,27.35819,61.20771,4.377364,4.419053,1.807912
6.295158,47.52642,19.78765,29.3152,21.59476,25.56121,14.04062,31.7384,4.840847,6.674442,46.67846,27.08892,60.26796,4.306114,4.275424,1.763609
5.508073,47.88649,18.6525,30.25456,21.27313,25.68888,12.71752,31.34611,4.670206,6.715147,46.95551,26.55527,59.10538,4.321887,4.157081,1.686183
5.314868,47.16568,18.16402,30.94424,21.49149,25.214,11.65573,31.80499,4.563772,6.867686,46.70475,26.17275,57.24728,4.432111,4.159161,1.662588
5.443695,46.29258,18.87519,30.62403,22.39796,25.38147,11.56804,32.80346,4.883006,6.943786,46.55532,26.10125,57.14136,4.521304,4.136326,1.71698
5.624919,45.65612,18.66525,30.57447,22.51405,25.99748,11.85241,33.77763,5.018716,6.829852,46.42188,25.51855,57.91467,4.580188,4.099608,1.74922
5.931812,45.71268,18.49399,29.27144,22.36837,26.17523,12.20818,33.79885,4.87994,6.372501,46.18454,24.60249,58.06647,4.539418,4.021944,1.711513
6.23423,45.88962,19.16816,28.18223,22.58755,25.63093,12.88203,33.51604,5.00526,5.947937,45.37498,24.19512,58.02103,4.567492,4.048491,1.753615
6.722027,45.20048,19.20614,27.44112,22.55844,24.53148,13.25405,32.94064,5.309833,5.500591,44.28562,24.73933,56.99391,4.557738,3.92355,1.812598
7.410909,45.18835,18.87666,27.30994,21.98476,24.59978,13.40719,32.39683,4.414888,5.381497,44.17836,24.84705,57.65379,4.431808,3.910536,1.824999
7.067575,45.41282,18.1818,27.75962,21.75205,23.96333,12.62012,32.04935,3.961569,5.814598,44.52541,25.16108,57.87914,4.24029,3.857425,1.770656
7.126867,44.57013,17.80818,27.63363,22.38352,23.69923,12.06297,32.42599,4.321355,6.368488,44.92374,24.71918,56.40369,4.20671,3.843714,1.720393
6.920879,42.74878,17.89494,27.65193,22.5517,24.08378,11.62045,32.61371,4.589487,6.399042,45.04473,24.56981,55.0054,4.063223,3.804938,1.674937
6.477786,41.71131,17.19655,27.92834,22.4749,24.17748,11.79562,32.86422,4.63329,6.649837,44.88096,25.03407,54.06862,4.12195,3.693964,1.71275
6.076759,41.50924,16.96354,27.08672,22.46595,24.98007,11.85953,32.28658,5.811841,6.564993,45.20955,25.18682,53.26162,4.142975,3.624768,1.735632
6.139172,41.88396,17.21284,25.43494,22.26917,24.94326,11.80011,30.15981,6.943522,6.216742,45.99038,24.86499,54.01055,4.034004,3.501038,1.758826
6.168108,41.56103,17.89494,25.50471,21.6451,24.95169,11.81961,28.57116,7.516443,5.694585,46.21254,25.2208,53.87092,4.107437,3.594738,1.745979
6.642394,42.62782,17.96623,26.49396,21.55386,25.02471,11.12967,28.05161,6.803078,5.101682,46.55262,25.53815,53.4933,4.098815,3.704177,1.632897
6.445821,43.59901,18.16321,27.665,20.97549,24.99075,11.05897,27.33457,6.137151,5.225246,46.86972,25.28003,54.05576,4.019891,3.725198,1.522644
6.428237,44.01702,18.11058,26.88963,21.93083,24.86837,10.32042,26.30577,6.362782,4.855258,47.02508,24.76335,52.93998,3.934525,3.678166,1.404765
6.310591,43.94284,17.80118,26.68174,22.15468,24.82235,10.25262,25.65515,5.812139,4.517234,45.75067,23.80389,51.97826,3.786035,3.537463,1.300092
5.870016,43.07784,15.75102,25.79247,20.5942,24.00623,10.09801,25.60464,5.345112,4.595624,43.33527,23.70749,49.76789,3.645833,3.484124,1.251417
5.515711,42.39266,15.79215,24.50194,18.7757,23.27115,10.38279,26.50029,5.833324,4.582797,41.33476,23.3037,49.53171,3.747736,3.421556,1.286244
5.803177,41.15289,15.76923,22.09872,16.81771,23.33113,9.869615,26.29861,6.690924,5.082011,39.90382,22.69776,48.94727,3.727677,3.41112,1.454259
6.234872,40.05065,15.54198,21.00897,14.9379,23.44005,8.783601,25.55774,6.320521,5.454053,38.77541,22.74136,49.34456,3.653054,3.437038,1.587074
6.22694,39.87111,14.88795,22.24751,14.02252,23.63229,8.310807,26.35656,6.355095,5.699061,37.92743,22.52141,49.35715,3.684472,3.637358,1.659703
6.133759,40.15221,14.65671,23.84341,15.0593,23.93631,8.735676,26.18773,6.279964,5.684393,37.03152,22.04441,50.62964,3.641095,3.717523,1.759871
6.142763,40.16204,15.21825,24.00061,16.39477,23.9092,7.991797,24.40132,6.466638,5.265879,36.28123,22.02646,50.20059,3.680847,3.792392,1.804726
5.945837,40.03236,15.64525,23.32552,17.2316,24.04329,7.303881,23.06685,6.451174,4.776954,35.21096,21.6743,49.14154,3.701747,3.773711,1.839707
5.420773,40.09495,14.07041,22.02217,16.92834,23.27579,6.948068,21.77968,7.393919,4.461133,33.97067,21.66961,47.74207,3.712157,3.782202,1.7593
5.039771,40.10737,13.51847,19.95356,15.65656,22.48018,6.803687,20.34666,7.595935,4.166096,32.86367,21.99462,45.99868,3.700471,3.742872,1.592546
5.188035,39.42831,14.03821,17.92133,14.45662,21.99866,7.271652,19.76147,7.631509,4.360895,31.47348,22.07542,44.18893,3.658156,3.759303,1.524259
5.721632,38.47868,14.98318,15.51601,14.02898,22.03361,7.097806,18.98604,7.526457,4.304512,31.07132,22.11445,43.66665,3.489003,3.583755,1.467252
6.010153,38.14056,15.35907,15.41582,14.80035,21.22038,7.507323,20.05093,6.666152,4.208792,30.43541,22.50582,42.72952,3.272374,3.419755,1.418957
5.935257,38.65522,15.96132,16.47796,17.47991,21.0535,7.879982,21.02121,5.916456,4.284923,29.75487,21.91732,43.08482,3.161224,3.364751,1.393004
6.033036,38.18984,17.06005,17.18868,18.72084,20.90691,8.401795,19.9917,5.298934,4.258915,27.83336,22.17315,43.63462,3.05012,3.307192,1.339165
5.869981,38.29219,17.9838,16.89366,19.3955,21.08661,8.253368,19.9069,5.811726,4.308889,26.66683,22.00501,43.69378,3.083775,3.237758,1.367612
5.693728,38.81032,18.03259,16.58884,19.93686,20.4298,8.078633,21.00285,6.453432,4.3701,26.06856,21.8762,44.52526,3.097479,3.296546,1.428466
5.325891,39.56728,16.33983,16.11052,19.89115,20.06138,8.383109,20.79382,6.181836,4.431116,25.94163,21.92969,44.84812,3.21338,3.353951,1.368164
5.258101,39.94464,15.69951,15.84109,18.23233,19.84734,8.436648,19.96588,5.300667,4.129731,25.67539,21.64143,44.58665,3.311781,3.37357,1.36906
5.095189,40.00586,15.62063,15.74443,16.94408,19.04298,7.933037,20.04045,5.317268,3.84778,25.3063,21.40107,44.48133,3.269177,3.36568,1.360456
5.17874,39.50447,14.90908,14.94596,15.55367,18.38861,7.767625,20.06511,4.776431,3.580094,25.01974,20.28893,44.13575,3.197593,3.322319,1.421791
5.148286,38.07012,14.03807,14.71496,15.45782,17.94589,7.539442,21.60149,4.385915,3.448622,24.96606,19.25099,42.12077,3.177591,3.367601,1.477856
4.822243,37.96676,14.51333,14.53612,16.19494,17.59317,6.304145,21.53348,4.868572,3.42202,24.68839,18.91078,39.91781,3.186765,3.340813,1.358005
4.805975,37.42884,14.54649,13.89022,16.03769,17.60299,5.783584,20.41245,5.624197,3.725372,25.02177,18.45739,38.58479,3.055342,3.263299,1.348239
4.661318,37.43386,14.98917,13.76786,16.8665,17.41561,5.523384,20.82393,5.742213,4.280834,25.97264,18.46572,37.52624,2.967536,3.218194,1.372459
4.479793,38.52498,15.31215,13.46199,16.91737,17.24542,5.20346,19.74566,5.43368,4.453024,27.58957,19.33818,37.53299,2.90862,3.140281,1.287403
4.229894,38.91909,15.96835,13.09478,16.97578,18.0973,4.946429,18.42604,5.504707,4.512977,27.18278,19.69591,37.80135,2.962143,3.045971,1.268608
4.233374,39.20583,16.94311,12.81195,15.67908,18.11283,4.569047,18.05285,6.292796,4.487731,26.19105,20.25854,38.34359,2.933745,2.999365,1.226893
4.458522,40.61566,16.21607,12.5509,15.78159,18.43654,3.412422,18.19986,6.423144,4.463822,26.14946,19.59254,38.86963,2.879152,3.013678,1.191827
4.553648,40.17429,15.9314,11.88288,14.4404,19.1067,4.07232,18.89853,6.865241,4.284806,25.88782,19.13893,38.50079,2.996206,3.065164,1.269762
4.283404,39.80164,14.85982,12.0123,15.05666,19.39321,4.464282,19.92587,7.03393,4.272034,24.79553,18.81012,38.54951,3.035482,3.041138,1.270345
3.99036,39.82262,13.96518,12.14876,16.32183,19.55121,4.493893,19.89593,6.358096,4.306715,24.67358,18.64972,37.46429,3.002128,2.940557,1.349472
3.788666,39.84303,14.03273,12.79367,16.20923,19.70187,4.880116,18.92019,5.28108,4.040449,24.37889,17.97815,36.81783,2.922421,2.900738,1.381912
3.701734,39.69052,14.53196,13.54079,15.81381,19.45193,5.737494,18.99922,4.454419,3.47633,24.48553,18.65277,35.69302,2.902103,2.845774,1.397918
4.042018,38.90221,15.26867,14.04282,14.73825,19.4757,6.271679,17.6244,4.171826,3.379222,23.86225,19.4727,35.10272,2.854552,2.814404,1.463385
4.127391,38.6512,17.16789,13.57649,15.1704,18.77164,6.243329,17.20447,4.540521,3.501098,22.49562,19.51465,33.91938,2.750017,2.875353,1.352766
4.588569,37.6652,16.34118,13.99193,15.48306,18.33305,6.61055,17.05984,4.576965,3.479441,22.9104,19.32115,33.62701,2.476458,2.931558,1.270934
4.967208,38.01637,15.09005,14.73782,15.70783,17.9083,5.354628,17.20771,5.283535,3.933515,22.89652,19.50675,33.52368,2.361414,3.036121,1.263651
4.978625,37.90201,14.32254,13.2184,15.19648,17.04957,6.229288,17.60906,5.975471,3.954839,23.43681,20.15173,34.42515,2.267576,3.068317,1.291376
4.521913,38.34501,13.62779,12.83053,16.63915,16.86433,6.563065,17.25039,5.402146,4.109129,23.48998,19.63868,34.40776,2.224751,2.967891,1.383851
4.362724,38.60872,13.45608,12.76931,17.01313,17.28738,6.484003,17.03352,4.869502,3.664996,23.79424,19.74767,35.84251,2.260143,2.875965,1.515684
4.077672,38.80856,12.94677,12.39685,16.59034,17.72045,6.747378,16.5722,3.878736,3.41211,21.43968,18.93641,35.2377,2.346116,2.872061,1.47236
3.822883,38.48661,12.99439,11.0814,15.74689,17.53023,7.034904,16.92622,2.896839,3.412787,21.56756,18.74538,36.2704,2.516138,2.84865,1.556682
3.129059,38.60281,11.88963,10.13755,15.18376,17.40897,7.071698,16.68807,1.776234,3.204067,20.00619,17.68439,35.90435,2.53606,2.851435,1.460919
2.820832,39.56319,11.9466,8.886574,14.38367,17.10946,6.423981,16.77429,0.9435439,3.40682,19.33178,16.64635,35.18955,2.452747,2.849822,1.309283
3.019447,38.80761,10.95759,9.698559,13.46609,16.68397,5.416164,17.04364,1.264729,3.466054,19.79494,16.53871,33.97519,2.328818,2.878904,1.222325
3.236365,39.31852,11.43091,8.667481,12.9713,15.54398,4.422165,17.10727,2.202017,3.144783,21.05903,16.60013,32.85279,2.286341,2.868699,1.160936
3.306744,39.38386,12.74522,7.821914,12.56043,14.4751,4.455494,16.20537,2.136279,2.841648,22.49651,17.27741,30.82635,2.209502,2.819845,1.086016
3.799775,39.08815,14.49463,8.323745,14.2204,14.50712,4.691953,15.63846,2.375858,2.70786,23.65472,17.23857,30.6051,2.214303,2.762693,1.124624
3.966373,37.34877,15.34613,8.764962,13.40868,15.07259,4.924483,16.10888,3.095961,2.663391,23.54704,17.19954,31.1345,2.283226,2.66926,1.09961
3.698812,35.67031,15.38564,9.468884,12.59721,15.28201,5.062615,16.92183,3.857772,2.877657,23.47937,17.26537,31.22038,2.413142,2.623812,1.031683
3.345995,34.66587,14.69649,9.128654,11.89675,15.41529,5.427886,17.06927,4.540566,2.798142,22.78816,17.29268,32.13967,2.556985,2.593675,1.02567
3.358037,34.12835,13.67174,9.271273,10.98779,15.34099,4.979557,16.88206,5.060905,2.883788,22.65652,17.12859,32.5076,2.544767,2.614366,0.9444352
3.727016,34.5771,13.0848,8.901073,9.598149,15.99217,4.519156,17.21446,5.634894,2.851965,21.81326,17.42862,32.56373,2.402945,2.582515,0.8823164
3.646705,36.17761,12.47778,8.360895,9.500546,15.85967,4.144181,17.24583,5.925071,2.43939,21.30708,17.64772,31.94038,2.340014,2.492278,0.9147345
3.19235,37.89323,11.68063,8.041892,10.69773,16.09613,4.123929,15.97794,4.478941,2.605668,20.76476,17.87001,31.40502,2.35952,2.42002,1.00142
3.770328,39.10599,10.88146,7.563527,11.39953,15.74173,4.372484,14.80645,2.754511,2.857465,20.47586,17.70946,31.44194,2.240227,2.427713,1.070178
3.962058,39.37779,12.37522,6.825174,12.13422,15.36598,4.900223,14.01455,1.096038,2.958569,19.67236,17.29097,30.37223,2.110377,2.415216,1.080545
3.578307,38.86805,12.25661,6.901175,11.97255,14.96373,4.637956,14.24847,0.7285996,2.972068,19.20651,16.56021,29.49479,1.993654,2.359953,1.141398
3.759668,37.87231,12.48501,7.360916,12.24415,14.36872,5.499522,13.53028,0.5819031,3.171555,19.14589,16.03864,29.19442,1.876753,2.432945,1.161529
3.915366,36.41381,12.118,8.096124,12.05208,13.20759,6.158692,12.13067,1.577325,3.292978,19.16531,15.42957,29.30212,1.764696,2.523233,1.072079
4.109987,35.55009,11.09778,8.154734,11.70561,13.47113,5.638199,11.67068,2.63765,3.004738,19.01506,15.39085,28.98656,1.755049,2.507641,1.074872
3.874983,35.91813,10.50276,8.068025,10.72515,14.07113,4.875017,12.54729,4.160814,2.26666,18.87425,15.72729,28.87061,1.698412,2.428683,1.038156
3.434997,36.97247,10.86021,8.681056,10.40802,13.89302,5.028039,13.64678,4.507281,1.785405,18.66417,16.29296,28.83013,1.796004,2.448095,1.064818
3.630138,37.45013,10.75938,8.389991,9.780969,14.33069,5.526001,14.22391,5.274662,1.503502,17.95249,16.87788,28.02611,1.96458,2.43277,1.066232
3.772201,38.17571,12.82542,8.109596,8.919279,13.67504,6.422895,14.44559,5.585822,1.516876,17.383,17.38632,26.89348,2.040757,2.425987,1.031162
3.687627,38.70098,13.92444,8.360641,8.362632,13.20349,7.548316,14.06729,4.933361,1.786979,16.37527,17.35571,26.2369,2.119228,2.352787,1.016637
3.66899,38.19551,14.06604,8.51859,8.240439,13.3206,7.80475,13.87731,4.196943,1.997387,16.54633,17.16448,27.36545,2.07853,2.333,1.013286
3.568749,37.74041,14.27892,9.962105,7.839734,12.95457,8.142403,12.96035,4.163935,2.295444,16.65247,16.88765,27.67997,2.075885,2.350954,0.9005103
3.283813,37.84007,12.62267,9.181778,7.62138,13.33897,7.356893,12.1201,4.01396,2.360655,16.77371,16.23253,27.0638,2.061901,2.198199,0.8850153
3.089803,38.91436,12.92261,8.134531,7.95254,13.68617,5.524302,12.46025,4.213129,1.9795,16.84025,16.018,27.86275,2.103364,2.09354,0.8651176
3.01073,39.04589,13.46392,6.822848,8.778477,12.7912,4.028695,13.15922,5.179939,1.584775,16.74565,16.36041,26.92292,2.090934,2.098192,0.8699689
2.911831,38.36106,13.92391,5.940917,9.719856,12.06094,2.839718,13.68401,5.609925,1.301801,16.68597,17.35169,25.81846,2.172999,2.091766,0.9407755
