A1: Ladder,B1: Fastspin-LT,C1: ,D1: ,E1: ,F1: ,G1: ,H1: ,A2: ,B2: ,C2: ,D2: ,E2: ,F2: ,G2: ,H2: 
151.8203,274.5805,226.4998,256.9221,198.7972,146.6276,244.3242,264.6013,99.40402,48.37746,240.8906,263.9038,232.5947,34.34188,13.62742,25.12743
140.7059,275.2351,226.9565,259.4445,200.2057,147.2748,246.3572,264.6282,99.38763,48.80641,242.0633,266.9645,237.0033,34.48855,13.65455,25.29577
145.1495,278.665,227.473,261.0959,202.0603,148.2491,247.1043,265.9789,98.77717,48.75519,244.1212,268.2599,240.8209,34.79417,13.8011,25.54882
165.1004,282.9007,228.7711,260.6808,205.2781,148.4147,248.2006,268.2718,96.41463,48.77685,246.3463,269.1681,243.8189,35.21241,13.95734,25.8191
197.6944,283.5632,231.5686,260.4083,205.4878,148.5063,251.2622,269.9734,95.91009,49.15605,249.9963,272.5366,245.7879,35.56484,14.0674,25.96946
240.7996,284.1721,235.3822,260.9996,206.4843,149.486,252.3876,270.7253,96.32391,49.4319,254.3729,274.2621,243.5781,35.96471,14.18094,26.12
290.1883,283.5179,238.1909,261.2545,209.2753,151.3364,252.6609,273.0113,97.84602,49.72046,258.3824,275.6468,241.8993,36.42865,14.25919,26.26515
339.6808,285.0869,240.3105,262.0127,210.2238,153.3575,253.6062,273.4076,100.0813,49.97242,260.7872,274.992,242.4482,36.7666,14.31547,26.47597
382.636,286.7514,242.0516,263.1908,212.4738,154.856,253.1697,275.1866,102.6834,49.73026,262.8015,276.2228,244.2693,37.05707,14.3988,26.7173
414.3312,287.9596,241.2163,264.5883,212.1837,155.8063,253.526,274.2135,104.1052,50.05173,262.9588,278.6971,246.8845,37.60919,14.44394,26.94464
431.3857,289.1563,240.3194,267.7832,212.6751,157.5831,253.9576,275.0136,105.3402,49.55785,263.9897,281.1516,250.3307,38.12838,14.54482,27.26455
433.7264,291.4323,239.4485,269.8483,214.5721,158.7457,253.9781,277.0266,106.5063,49.24375,265.7777,283.6479,253.9957,38.46753,14.68775,27.66596
420.2861,289.8455,238.4173,271.5625,215.8989,159.4252,254.7301,280.8071,107.4327,49.92505,267.7899,287.7426,260.7107,38.96495,14.84419,27.95977
392.6178,287.4212,239.3743,273.8269,216.1116,160.1848,256.3317,283.6622,108.3933,51.17365,270.103,290.785,265.1461,39.2533,14.97856,28.16505
353.2061,287.4845,241.5097,275.6977,218.7479,160.6663,257.3275,285.8602,109.8644,51.8401,272.9651,292.2491,266.494,39.52145,15.16649,28.40588
306.6355,290.3082,244.386,277.8372,221.3145,161.425,258.9958,288.2721,112.267,52.79617,273.7232,294.0694,268.1014,39.67488,15.17946,28.715
257.6375,291.4611,247.6308,278.6368,222.764,161.7,260.4119,289.6592,114.1105,52.96696,275.6347,296.0229,269.0325,39.86983,15.28368,29.00208
210.7839,293.1637,250.2276,278.346,224.4175,162.2643,262.068,291.3499,116.7203,53.32351,277.452,298.4976,269.3581,40.15622,15.40463,29.37568
169.0938,295.7029,253.7102,278.6158,224.4596,163.0764,264.7473,292.465,119.9477,53.5043,280.024,299.8086,269.3177,40.82026,15.60777,29.68405
136.1759,297.8971,254.5247,280.2495,226.4109,164.363,266.5107,294.6874,121.8573,53.24833,283.2705,302.0549,271.2412,41.24529,15.67355,29.9972
112.5293,297.5821,254.6856,281.5195,227.2647,165.4181,268.1376,296.4026,121.4019,52.67542,285.956,305.0871,275.7134,41.74951,15.89473,30.23526
96.3301,296.7623,252.5737,283.0869,225.3647,166.1268,270.3579,298.9943,120.6841,52.42375,289.1818,305.9327,283.4172,42.4374,16.10016,30.48224
85.08652,299.5674,251.2029,285.561,225.3643,167.1454,272.518,301.0453,118.9536,52.527,290.2391,306.5155,282.981,42.85353,16.25327,30.635
77.49877,301.5445,251.3309,287.4169,226.1163,168.3714,275.2489,302.8455,116.8294,52.65527,290.6779,308.1537,284.5307,43.12888,16.31505,30.83963
72.85847,304.5604,251.9346,289.1671,227.8228,169.6262,277.6634,303.9193,115.0072,52.46024,293.4384,310.0183,284.7238,43.46846,16.38748,31.03093
70.1466,305.5144,254.3753,289.1856,228.9191,170.9007,279.3366,304.4863,113.538,53.11501,294.6116,312.352,284.7668,43.83876,16.5279,31.27223
68.74677,307.0794,256.8434,289.9474,230.7943,172.1196,280.7051,305.6476,113.9261,54.38674,295.3543,315.165,286.5388,44.22958,16.66254,31.54263
69.06715,308.3435,260.3065,290.6819,231.8017,173.4872,281.9786,308.0064,114.9434,55.57977,297.0428,317.8795,289.3549,44.81718,16.79679,31.77943
72.27512,308.0907,260.8248,291.993,233.9292,173.6291,283.5706,309.2419,115.5387,55.99319,299.3965,320.9213,293.3868,45.35425,16.9125,31.98662
79.97398,307.8559,261.2211,291.8654,236.7806,172.8936,286.1978,310.7493,116.6552,56.43066,304.224,322.814,299.5039,46.09278,17.09741,32.37057
93.27026,310.5634,260.8333,295.6438,239.6674,173.3774,289.1607,312.766,117.4242,57.47076,306.6004,323.85,299.1932,46.71037,17.20017,32.77408
115.6854,315.6877,261.465,298.4933,241.4188,174.2683,290.2115,314.0943,118.9557,57.65799,309.0809,325.4015,299.2205,47.18447,17.29099,33.12534
150.4842,317.4002,262.2036,300.8139,243.2847,175.5431,291.973,316.7803,119.8356,57.32784,311.8003,328.2479,299.0838,47.70023,17.5285,33.5921
196.9457,320.8553,266.044,302.7343,245.9625,177.2002,293.3949,317.6446,119.8714,57.64413,313.8185,331.1451,299.3761,48.28752,17.72984,33.95783
253.1104,323.5844,267.8422,302.8038,246.7476,179.2349,294.7455,318.5152,118.9219,57.57232,314.099,334.143,301.789,48.953,17.95213,34.24318
311.7035,325.9954,269.0528,304.4304,246.7899,181.1076,295.8998,322.0829,118.9561,57.98642,314.5055,336.8245,303.2428,49.65972,18.1613,34.58345
365.2194,328.6852,270.7603,305.6194,247.2268,180.6535,298.1407,325.42,119.6583,58.46062,315.5407,338.3723,306.3776,50.40042,18.31047,34.80009
406.9945,330.6023,271.7048,307.5708,245.8098,180.8191,300.8078,328.0847,120.2085,59.06238,319.7635,339.1377,309.1174,50.89553,18.41485,35.05748
432.0336,332.3058,272.7712,308.6292,245.0259,181.643,303.827,330.5786,120.7101,59.61714,324.7291,339.9688,314.4707,51.45591,18.56807,35.44806
438.0847,332.0395,273.8587,311.4168,244.5056,182.866,305.4,333.2306,121.6302,59.78887,327.0544,341.3662,317.1513,52.0148,18.73235,35.88979
428.8766,331.459,275.3024,313.05,245.7597,184.7005,306.8421,334.6105,122.1662,60.03112,328.8846,344.2884,318.8294,52.57279,18.94686,36.52594
405.3316,331.5336,277.2822,314.9052,248.7717,186.4922,308.4059,335.3127,122.1424,60.39748,332.0583,347.8371,323.5448,53.23679,19.15133,37.13232
369.6644,331.6808,280.5345,315.9142,253.2159,187.7863,309.9357,334.6926,122.1837,60.34652,334.2781,351.6071,326.1516,53.94429,19.38883,37.67554
325.5172,330.5669,280.4673,315.3391,257.235,189.6575,312.1399,336.7114,122.4899,60.9372,337.0876,355.1567,328.2513,54.89575,19.59714,38.13784
275.8133,330.4381,281.792,316.9947,261.7835,190.2912,315.0125,338.9803,123.0807,62.04853,340.1003,359.0636,329.8008,56.06775,19.79582,38.60841
225.7188,334.4382,280.8577,317.1194,263.5425,192.2436,318.9026,341.3981,124.1565,63.03182,344.8926,363.251,333.3327,57.14612,19.92368,38.83751
181.1148,337.4071,279.6234,318.9191,262.7806,195.1078,324.1305,345.2378,124.6938,63.85032,350.0331,365.6694,338.269,57.93994,20.11596,39.30434
144.4454,341.1064,280.2467,320.3557,262.1611,197.7172,326.5023,348.9935,125.8849,64.6602,352.5027,370.0703,340.0574,58.91088,20.34558,39.72636
117.0815,341.6535,282.3058,322.9397,262.1914,200.4851,329.4991,353.86,125.7465,65.13508,355.9893,373.3377,342.532,59.86766,20.60303,40.20124
99.93545,342.806,285.3174,327.6744,264.2521,201.5265,333.4395,357.225,126.1447,65.32028,360.4277,376.3464,348.1124,60.83568,20.7944,40.66018
89.26033,345.9919,288.8362,332.7079,268.4282,200.6743,335.2893,359.7122,127.2887,65.28474,363.1759,378.8545,350.895,62.00233,20.99885,41.04665
84.01582,347.4301,291.9765,335.4257,273.3979,200.0236,337.4426,364.4985,129.3792,66.65431,365.6113,380.5829,353.9362,63.08088,21.16052,41.51002
82.73392,347.7738,294.7957,337.9438,279.0386,201.3279,339.8934,368.1935,131.3068,66.78764,366.6404,383.1031,357.0824,64.21822,21.3231,42.04376
85.91448,347.9887,298.7747,340.2307,283.1935,203.5138,342.8745,372.3966,134.8583,67.20428,369.8,385.9243,361.0724,65.43008,21.45044,42.60676
95.68134,351.3304,299.2014,341.4266,285.4576,206.0811,346.5811,377.2028,138.845,67.9917,372.2214,389.7594,367.2757,66.41888,21.82944,43.33358
114.7522,352.395,304.4418,342.4823,286.8248,209.8829,349.701,381.5089,142.1658,68.6377,376.1507,392.9909,370.7321,67.31075,22.04223,44.17381
144.5589,355.8495,308.1441,342.9398,287.7361,213.8967,350.2355,385.8199,143.8673,69.1804,380.7762,397.5118,373.247,68.5033,22.29446,44.64568
186.7387,358.4451,308.2524,342.8501,287.5976,216.3599,351.6547,390.0643,143.8616,69.83102,386.3058,403.3407,375.6577,69.8224,22.54666,45.24149
237.1846,362.4906,307.8695,343.7507,291.2383,216.9015,353.5618,393.155,144.1874,71.16782,390.9633,409.336,377.255,71.32505,22.90769,45.6099
294.2076,368.0786,306.4949,345.0486,296.3477,218.1346,354.6939,396.4877,142.9611,72.65253,394.6086,414.5461,379.4503,73.17857,23.04644,46.0042
348.3666,373.0492,307.0676,347.3031,300.9833,220.0224,355.3094,398.5343,142.5886,73.36111,397.5588,418.1195,382.6325,74.96148,23.12836,46.54597
393.3408,379.7798,309.3737,352.7672,304.0295,223.5845,356.0866,402.209,144.2136,74.12977,401.2273,421.554,383.6903,76.76288,23.36671,47.34321
422.8361,386.0303,314.2791,357.929,305.9198,226.1595,359.2895,405.9596,146.3361,74.85267,404.5188,424.5489,386.8522,78.03354,23.67933,48.14808
436.0323,393.1758,320.2593,364.4157,309.4623,229.1673,363.808,409.7394,147.7162,75.22462,410.5468,427.3256,392.8632,79.33145,24.02905,48.85812
432.416,395.0363,326.9301,368.3804,314.5666,231.439,368.1546,414.9644,149.4873,75.84008,414.9856,430.4499,398.211,80.82584,24.28992,49.73729
411.7966,397.7664,329.7868,370.597,318.5597,233.699,373.0194,420.7229,151.4066,76.69332,418.4089,435.6367,400.1462,82.37562,24.59316,50.54933
376.3737,399.5127,332.0969,371.0941,322.1749,235.364,377.8287,426.6497,153.745,77.38908,422.2423,441.0632,406.3774,83.89297,25.04749,51.55674
331.5449,401.0461,335.3154,372.5687,326.5045,237.8313,383.0753,432.0764,154.1298,78.22343,427.3617,447.1185,412.8436,85.69804,25.58951,52.54931
282.185,403.6481,337.9424,375.3076,330.5392,240.6986,387.1253,438.0643,156.2633,78.68497,430.6722,452.2323,418.6894,88.09782,25.94886,53.52974
232.7984,406.0118,342.2654,378.3396,334.9142,243.9165,389.7824,440.5861,158.0552,78.94841,435.332,456.433,424.8123,90.62083,26.3446,54.64043
186.4606,414.3502,346.4255,384.0258,335.7283,248.325,393.2469,446.4514,159.3534,79.83681,439.9522,461.2376,428.6164,93.11643,26.77702,55.92933
149.0865,421.395,350.8534,390.0801,338.1737,250.3343,397.5584,451.3593,160.7128,81.2715,444.7225,465.0791,433.9497,95.41337,27.3895,57.11681
122.2768,428.4497,353.2864,395.8225,342.1721,252.9593,402.0739,457.6822,162.5453,82.79645,451.6027,469.0881,438.0641,98.13378,27.87079,58.11357
104.6538,433.5679,355.5949,401.2624,347.7632,254.8595,407.5332,464.2825,165.5672,84.84467,454.8954,475.804,440.9141,101.0837,28.27766,59.2355
95.22983,439.121,359.0409,404.4049,354.2836,257.6591,411.0995,470.1671,168.1865,85.47913,459.4641,481.3716,447.0598,103.8975,28.57706,60.49363
93.20642,442.7435,361.6572,407.6105,361.7554,262.2073,415.6274,477.1803,170.0888,86.30054,466.2219,488.5012,455.4569,106.5055,28.95903,61.93519
100.231,446.3637,366.6706,412.0414,370.1559,264.9084,421.3952,485.7828,172.9332,87.1674,473.1528,496.9871,462.8424,109.2263,29.40767,63.29718
116.4183,451.1668,371.5695,414.6304,376.2079,269.1024,427.8634,493.1972,174.9401,88.1053,480.943,504.6162,471.1479,112.3253,29.85073,64.59123
144.2872,454.6521,377.8824,417.3274,381.3086,272.9033,433.9554,499.2917,177.3022,89.56582,488.595,512.6929,479.7234,115.6126,30.24609,65.96798
184.4162,463.3543,383.5071,421.5258,384.7748,276.9131,440.0991,507.4318,179.9185,91.02857,494.9309,519.3188,487.6136,119.2545,30.92587,67.40732
234.6479,467.8474,388.4142,425.3405,386.685,280.9111,446.1493,512.9661,184.5061,93.00984,501.9081,525.9803,493.2759,123.2848,31.51655,68.6778
291.4645,475.3896,392.8897,429.6494,389.9722,283.7493,452.8754,518.3423,188.3778,94.88486,509.0047,533.2242,498.8519,127.5384,32.20456,70.0462
346.1478,481.7596,400.1818,434.3012,394.8727,288.1306,458.3588,524.5267,191.5266,96.76861,514.743,538.6028,505.0938,132.0497,32.71601,71.53928
391.5375,488.0152,404.5376,438.6716,402.257,294.3209,462.4342,531.2437,194.483,98.25893,522.4722,544.4212,510.0513,136.7225,33.35245,73.10817
423.0225,492.9337,408.0656,446.277,411.6558,300.226,467.1255,540.6166,197.6647,100.161,529.6564,552.0758,516.0797,141.2636,34.17863,74.79169
437.3461,497.891,413.2426,452.5792,421.4123,305.2006,473.0626,553.9001,199.708,102.4225,538.7347,559.8814,517.5594,145.5675,34.85201,76.55379
432.0149,503.9812,418.9676,459.3992,428.577,310.8727,479.2939,562.3848,203.6447,104.629,548.4323,567.0764,522.5815,150.3199,35.60151,78.31861
409.8685,510.7071,427.079,467.9724,438.3787,316.448,485.5049,575.5833,207.3798,105.7868,556.3613,575.7466,531.7212,155.3644,36.17472,80.14069
372.6396,520.231,433.0529,474.7734,447.846,321.2481,493.4216,586.3148,212.2218,107.354,563.8009,586.8447,541.2537,160.5905,36.63548,82.0726
326.1103,529.562,439.2142,478.5571,456.9842,325.086,501.6188,592.8575,217.2413,109.5602,572.4708,597.3217,553.2069,166.6729,37.27186,84.08015
273.6515,541.5259,447.4163,484.8657,469.2006,328.9025,511.2322,601.9423,221.0063,112.0292,581.8092,606.6557,565.2926,172.9654,37.86324,86.33006
221.2501,553.8004,456.4919,488.8729,476.2597,334.7008,520.2594,612.4541,224.3462,114.106,591.2651,615.3744,573.8434,179.6384,38.67624,88.82432
175.1163,565.7567,464.3956,493.9736,486.9769,341.1272,529.0164,624.3555,226.7975,115.9362,601.9363,625.4016,582.0606,187.5997,39.64626,91.43275
138.2369,576.3554,472.1107,501.4345,494.5127,348.0624,538.0915,637.7879,230.1264,118.0791,612.9612,635.5204,587.7261,195.2495,40.54638,94.12774
110.912,584.8159,478.7419,509.5512,502.2326,354.2519,547.0256,651.9867,235.1847,120.5824,624.1588,644.5006,596.7698,202.5719,41.69231,96.94814
91.88045,591.9631,487.9187,517.8458,509.5372,362.1746,555.5828,664.2411,240.6487,122.9023,632.9103,654.0156,607.5484,210.4276,43.01142,100.0794
79.13137,601.6022,497.6188,527.4597,519.5187,369.9618,563.8299,680.9536,242.7304,124.741,641.6378,665.4427,618.706,217.3972,43.99393,103.2756
70.84827,610.5555,505.9467,535.8853,531.2056,376.6753,573.2171,695.3745,247.8781,126.9568,653.0884,676.6775,632.3218,224.9892,45.27303,106.6398
64.72035,621.216,514.3173,546.0287,544.9177,383.1688,584.3165,709.7625,253.684,129.438,665.4934,687.0453,647.6022,233.6772,46.53782,110.1348
60.50057,633.3359,523.5239,554.5604,557.876,390.8693,595.9485,726.2156,256.8831,132.7381,678.666,699.2007,663.915,243.0865,47.84001,113.8843
57.62256,647.6091,532.611,561.9029,568.7109,399.8891,606.7587,741.5822,261.4869,135.4408,693.6948,710.5118,676.5845,252.7163,49.16749,117.8154
56.00649,663.6632,542.7628,569.8314,582.3718,408.5143,619.4508,757.7242,267.649,139.3343,707.1332,723.2747,691.4098,262.2936,50.35862,121.5974
55.50608,679.136,553.934,579.3615,596.4561,416.6212,632.8448,775.9839,276.1593,143.6723,721.6893,736.0069,705.5244,270.3726,51.84703,125.4038
55.92062,694.9325,564.4014,585.6802,610.325,425.8889,643.2072,791.096,284.9339,148.3841,733.9831,749.7594,720.6673,278.6734,53.58524,130.0234
58.00079,710.4296,577.5692,593.3903,625.2128,436.1325,653.6641,809.3452,290.1829,152.5885,746.8038,764.2195,734.5455,286.8636,55.48104,135.081
62.10693,726.0143,589.4421,602.6373,642.3917,446.7753,666.036,827.8168,295.8031,157.0541,760.5947,778.9906,747.268,293.0754,57.41388,140.3573
70.04044,741.7245,603.3217,613.1637,663.223,457.3565,677.0007,848.506,304.6875,160.9445,776.9125,794.2624,762.8618,298.4862,59.34387,145.7476
83.99347,761.7072,616.6647,626.7615,682.2494,470.1131,691.4999,871.9879,312.1891,165.1327,792.2568,811.7217,778.7508,302.7827,61.22179,151.6041
108.0714,780.4366,630.3868,640.0982,698.3203,482.0166,708.095,895.3361,322.2253,169.2686,809.8292,829.0421,794.5883,306.0157,63.15761,157.6148
143.6138,800.8943,644.4335,653.3105,717.5049,493.8539,726.0905,918.5675,332.4396,174.0825,826.4666,844.4125,812.3277,306.8214,65.16861,164.1985
191.6198,820.6658,660.3127,665.5908,737.4656,505.1367,747.2785,943.2122,341.4018,179.0824,844.7562,857.5334,830.4254,304.8867,67.36729,170.685
247.5959,838.9811,677.0236,677.9442,757.0435,517.4246,767.8904,967.6389,350.1289,183.7027,864.7067,871.309,851.0388,300.6014,69.83263,177.8544
305.3069,860.5232,692.5615,690.5025,777.9619,531.0765,784.6478,987.8457,357.5821,188.3163,886.8684,886.1304,874.8941,294.2783,72.40081,185.4702
356.6295,881.0632,710.0095,702.9586,797.1722,546.0266,805.9506,1011.669,365.2166,193.7382,909.6841,902.3238,893.9014,285.8768,75.22327,192.668
394.2168,901.8466,729.6396,716.6009,821.5067,562.4995,828.2553,1036.389,375.7979,200.2767,935.2236,922.4417,915.9034,275.1563,78.17988,199.5398
413.9107,925.9542,750.2786,731.678,848.7606,579.9266,848.1834,1060.855,389.3564,206.8368,958.4034,942.6949,937.2137,262.1917,81.2795,207.1961
414.6486,952.429,772.3158,749.315,874.3541,598.0108,870.3632,1084.379,405.3186,215.7928,981.8475,968.1004,957.879,248.0789,84.60241,213.9723
394.639,977.5394,792.8309,764.2556,899.6329,614.7996,895.0164,1105.796,420.9953,225.5417,1005.261,995.3627,980.1124,232.249,87.98527,221.535
359.3815,1001.695,813.0397,776.019,931.5045,632.039,921.1791,1127.831,434.1627,234.7396,1029.518,1019.123,1002.506,215.5131,91.62797,230.0121
312.589,1024.001,836.0339,789.4692,960.1001,651.0782,949.2463,1145.812,448.8048,243.4901,1054.642,1044.867,1027.35,198.2414,95.55474,238.8726
260.9336,1045.201,856.5402,806.1446,987.8455,670.1624,975.4921,1155.489,461.9057,251.972,1083.328,1074.019,1054.315,180.5332,99.59411,249.0816
209.7226,1066.434,874.6251,820.4514,1013.466,692.9355,1003.359,1163.399,472.7432,258.8946,1111.852,1104.806,1079.87,162.2363,103.8568,258.584
163.8433,1085.376,895.1997,839.8562,1035.686,717.0568,1034.472,1163.825,483.451,266.0408,1144.87,1136.09,1109.384,144.7902,108.655,267.1686
128.2322,1100.224,914.7805,861.8289,1062.462,742.9987,1067.261,1156.302,498.5634,274.5243,1177.187,1169.093,1143.711,128.6995,113.5135,275.945
102.1599,1111.614,937.7955,885.5158,1088.364,772.3849,1098.457,1142.009,514.499,284.216,1211.366,1202.205,1176.593,113.5725,118.5943,282.6294
84.12748,1120.004,963.9003,908.2624,1109.469,798.2229,1127.104,1123.295,531.1409,296.0316,1245.032,1239.303,1212.833,100.2085,123.7338,286.8479
72.01321,1124.266,986.2672,930.6955,1130.708,823.6832,1152.088,1102.27,547.0134,307.5573,1283.244,1271.96,1247.831,87.9922,128.7373,288.409
64.0249,1125.926,1006.434,951.5512,1146.945,851.5797,1173.896,1082.141,563.0184,319.2799,1323.389,1306.476,1282.523,77.64452,134.2078,287.8281
59.12701,1121.767,1026.341,975.0915,1156.977,878.7194,1196.139,1058.488,578.885,331.4312,1367.997,1339.742,1318.672,68.78835,139.6522,285.8343
55.76516,1115.218,1039.938,996.7282,1159.573,905.4558,1214.865,1034.828,590.8599,342.1992,1412.205,1373.859,1354.719,61.48318,145.069,281.7411
53.34259,1098.619,1048.818,1018.71,1153.142,929.6069,1229.098,1015.453,600.3383,350.7733,1459.326,1409.144,1391.636,54.9925,151.3396,275.1327
51.97099,1071.172,1050.097,1041.606,1137.589,952.6464,1243.778,990.3448,612.4117,359.3597,1508.52,1445.841,1428.632,49.3575,157.2778,266.7706
50.88694,1030.416,1044.755,1064.253,1110.27,977.2368,1256.835,965.2188,621.8309,367.6068,1556.899,1486.511,1464.073,44.70849,162.4723,256.2721
50.2921,975.8647,1038.308,1085.034,1071.366,998.692,1264.42,942.3965,625.6241,373.4253,1599.22,1526.102,1507.92,40.55342,167.0896,243.9846
50.18896,912.5939,1023.833,1105.059,1021.369,1014.591,1265.339,916.9308,623.5598,378.4046,1646.861,1567.79,1552.736,37.12418,170.3171,228.1439
51.46485,842.6715,998.2253,1121.309,958.0927,1029.735,1265.112,889.6469,617.1555,381.8926,1693.098,1607.114,1594.429,34.34242,173.0039,210.6799
54.41342,772.3858,966.8805,1134.701,884.4832,1040.279,1255.693,859.8259,611.6163,383.5628,1738.694,1642.508,1628.734,31.86041,174.4233,192.7842
59.31203,699.3984,931.2667,1145.384,808.8915,1044.941,1238.011,823.5638,602.6902,382.0265,1784.237,1671.964,1668.187,29.56675,174.1019,174.0946
68.41584,628.5862,890.6431,1150.213,731.2559,1038.681,1212.266,785.9523,589.8498,377.1918,1827.487,1698.272,1704.676,27.72658,172.9263,156.0439
84.54812,557.7867,843.6148,1156.896,654.6285,1023.514,1175.539,745.8995,577.9305,369.0483,1869.799,1720.047,1745.876,26.03193,170.8102,138.5987
110.9579,493.1295,791.7306,1160.511,580.4884,1000.075,1129.992,696.6757,564.3124,358.2003,1905.684,1742.46,1786.566,24.47874,167.0443,122.1207
149.9722,432.8727,731.9882,1160.286,508.2594,966.3879,1073.955,648.3393,544.985,342.9417,1940.759,1766.018,1826.419,23.12457,162.2263,107.2374
202.172,377.682,667.5983,1156.536,444.7535,918.754,1009.062,597.057,518.8091,324.3665,1973.939,1782.225,1871.707,22.03867,155.8545,94.02105
263.0325,332.8254,600.0282,1143.507,390.363,860.2449,938.9847,539.9893,491.8115,303.1034,2009.167,1801.507,1912.426,20.9481,148.1284,81.95377
324.7212,296.8198,530.5912,1123.406,341.7896,794.3533,868.1636,484.4453,466.5665,280.4258,2033.116,1814.245,1945.079,20.00306,139.4993,71.4471
377.5056,269.9807,464.94,1096.194,304.6589,721.9004,788.3117,427.5186,438.3764,256.2263,2051.16,1820.034,1976.865,19.12696,129.8497,62.08162
414.1389,245.3438,403.4897,1053.081,273.6289,647.2087,708.3927,369.8299,408.6692,230.3923,2058.605,1819.676,1993.349,18.36657,119.5122,53.88512
429.13,225.2298,352.6577,996.6668,248.9204,573.8906,632.0934,318.2068,383.2493,204.7222,2055.557,1805.967,2001.205,17.72733,109.1008,46.78889
420.8855,209.5514,310.2678,931.5717,230.2565,502.2437,554.9869,267.8015,361.6905,180.3427,2036.135,1784.468,1996.953,17.08119,98.9369,40.97328
389.8273,197.0629,273.4229,854.7577,214.4489,438.5125,482.4375,220.1187,341.4507,157.4147,2000.657,1752.301,1973.143,16.50423,89.03165,36.35866
344.9538,185.583,242.7926,772.5966,198.2303,380.983,413.6295,183.5488,320.1317,136.0303,1951.71,1710.505,1936.546,15.92117,79.86028,32.60239
292.4555,174.5387,218.7929,687.0666,185.1371,332.1682,351.1628,154.2217,299.4741,116.7374,1892.541,1659.774,1880.88,15.50963,71.24811,29.72189
238.6837,164.702,200.7149,604.7845,174.5969,292.5849,294.2969,133.4341,281.6303,101.1808,1822.3,1605.198,1799.821,14.98334,63.38186,27.36488
189.8407,156.3228,187.9811,529.0477,164.9282,258.9783,247.61,122.7532,260.8741,87.95707,1744.555,1546.148,1704.753,14.55181,56.53778,25.26154
150.4149,149.4516,176.0217,462.5699,157.6738,230.6017,209.4611,115.4494,239.2127,75.76671,1659.209,1483.396,1592.847,14.42481,50.83815,23.42701
122.5973,142.8598,164.289,404.5058,148.1656,209.1412,179.6059,110.2907,218.8799,65.15224,1563.473,1418.564,1467.698,14.3028,45.93159,21.86718
102.7726,137.2881,154.0845,355.486,140.6757,190.2421,157.5763,105.4134,199.466,56.22778,1443.739,1351.106,1327.066,14.01665,41.69889,20.35581
90.10146,132.6806,144.8553,317.438,131.9991,174.5683,140.7534,98.01595,180.3282,48.19604,1304.189,1283.257,1187.484,13.6526,38.01545,19.10388
81.90007,128.3802,134.4585,287.2932,123.9482,163.3651,129.5293,90.59689,161.5239,42.13614,1150.97,1220.01,1050.946,13.31435,34.6903,17.97368
77.17243,126.5211,124.3591,263.921,116.4653,154.2505,119.8921,84.87901,144.2666,36.76781,993.6269,1156.235,922.4921,12.95201,31.99637,17.08849
75.22795,122.6869,118.2175,245.3574,110.4586,147.0493,113.0331,81.72005,128.9948,32.96975,846.0995,1089.826,802.7488,12.49883,29.3425,16.2536
76.15495,119.4546,114.1163,229.3939,105.289,141.7205,107.6375,80.28027,116.1879,29.94874,721.2247,1015.935,701.9174,12.10675,27.1842,15.42076
79.82368,116.7682,110.8322,215.2032,99.38239,134.9277,102.888,79.46532,105.3331,27.31441,623.2021,935.7702,621.9049,11.70637,25.40905,14.76745
87.18898,114.7066,106.9463,202.8078,95.22433,129.2277,98.1915,78.91553,97.11712,25.1866,547.0108,849.2808,568.8176,11.43563,23.95201,14.35866
101.2945,112.5878,104.7929,192.2553,91.99223,123.6257,94.13995,77.81977,90.74185,23.05574,490.567,757.7125,518.7938,11.11769,22.63431,13.87806
125.566,110.6807,103.5967,181.9776,87.49419,117.5315,90.80714,73.92907,86.11971,21.35996,448.2601,661.7916,480.4589,10.74162,21.5001,13.42799
159.1458,108.6944,103.6451,173.7657,83.02367,111.8087,87.236,70.07039,82.27898,19.9206,413.7515,571.0991,451.9061,10.57019,20.73799,12.9971
200.8892,106.4017,98.92502,164.2195,79.45353,106.2427,83.67998,66.83342,79.11727,18.32254,384.5188,491.6089,427.1895,10.3793,19.95984,12.61374
246.6305,106.0535,96.423,157.165,76.86431,99.7686,80.69305,64.32472,75.35006,16.87319,362.5379,419.2542,406.222,10.30616,19.2044,12.19555
289.9963,102.7148,94.43771,150.9633,73.86935,95.60757,78.65449,63.4794,71.39796,16.2644,341.0039,360.7505,388.9368,10.11599,18.41442,11.86262
324.6344,100.2981,90.61729,146.1147,71.55146,91.68071,76.17857,62.51123,67.69655,16.0266,323.0146,314.0558,372.5271,10.16377,17.80707,11.43562
344.3948,98.87786,87.18272,140.6508,68.67249,88.21568,72.82684,62.59418,63.65853,15.77318,307.3457,280.3251,360.2084,10.14397,17.25643,11.06484
347.0585,98.28886,84.70656,136.9877,66.44723,86.67309,69.60542,63.6575,60.30202,15.12709,295.1335,256.8333,347.0617,10.02702,16.85573,10.70413
333.4407,98.83681,82.71854,133.0763,64.32011,85.36716,66.77807,65.03259,58.22434,14.48861,285.0659,236.7412,331.8253,9.956861,16.39942,10.33585
306.041,99.51828,80.82533,129.2003,62.01028,83.93529,64.35595,64.80443,57.68763,13.80869,275.2159,218.7244,317.9601,9.784817,16.10759,10.00619
268.7584,98.76421,79.65752,124.7833,60.40339,82.05918,62.05252,63.72658,57.99441,12.66923,266.1374,202.7798,307.1591,9.62247,15.86157,9.590727
